date,channel,campaign,country,bid,daily_budget,impressions,clicks,conversions,spend_usd
2025-01-21,Twitter,Hotel,TH,1.43,157.22,7875,197,6,157.22
2025-01-07,Google,Hotel,SG,0.972,134.39,7404,149,2,134.39
2025-02-17,Twitter,Flight,JP,1.469,336.3,14581,445,6,336.3
2025-01-03,Naver,Hotel,TW,1.36,341.73,5134,137,4,226.67
2025-01-21,Facebook,Hotel,KR,1.868,82.26,8192,259,8,82.26
2025-02-10,Baidu,Vacation,KR,1.958,492.93,5962,187,7,315.43
2025-01-31,Baidu,Flight,SG,0.141,440.66,7652,135,7,15.43
2025-02-05,Naver,Vacation,SG,0.836,332.6,6556,152,4,135.52
2025-02-09,Baidu,Hotel,TH,0.121,213.99,14777,324,15,39.23
2025-02-10,Google,Hotel,KR,1.693,238.74,18607,580,24,238.74
2025-02-16,Facebook,Vacation,TW,1.292,225.12,10218,340,9,225.12
2025-02-24,Facebook,Flight,TH,1.933,331.76,5957,192,5,264.56
2025-01-22,Google,Flight,TW,0.41,202.86,4214,63,2,27.6
2025-02-15,Twitter,Vacation,TH,0.123,109.18,3567,74,3,9.43
2025-02-03,Naver,Vacation,TH,1.622,104.43,19315,582,11,104.43
2025-02-03,Google,Flight,KR,0.985,133.26,9914,195,15,133.26
2025-02-28,Twitter,Hotel,TH,0.786,265.95,11743,220,4,136.77
2025-02-16,Facebook,Flight,SG,1.258,239.41,12716,352,14,239.41
2025-02-25,Google,Flight,TW,0.281,148.12,10499,220,9,80.04
2025-02-09,Baidu,Vacation,TH,1.464,296.31,6309,195,4,282.12
2025-01-02,Twitter,Vacation,JP,0.416,287.45,10232,201,12,102.12
2025-01-20,Facebook,Hotel,JP,0.253,145.46,4863,99,3,22.22
2025-01-09,Facebook,Hotel,JP,1.139,416.57,13486,391,6,322.01
2025-03-01,Google,Vacation,KR,1.497,425.75,4939,143,6,171.66
2025-01-29,Baidu,Flight,JP,1.525,363.78,2239,65,6,91.93
2025-02-11,Twitter,Vacation,SG,0.419,490.03,6349,123,5,54.25
2025-02-24,Naver,Hotel,SG,0.586,154.36,895,23,2,9.49
2025-01-28,Facebook,Hotel,JP,1.857,52.2,15762,464,9,52.2
2025-02-07,Facebook,Vacation,JP,1.351,284.64,1815,39,1,47.28
2025-02-08,Naver,Flight,TH,0.141,72.14,16091,334,11,57.96
2025-02-22,Facebook,Hotel,KR,1.777,460.39,17461,551,12,460.39
2025-02-13,Google,Vacation,KR,1.765,405.52,517,19,1,39.73
2025-02-06,Naver,Vacation,TW,1.883,387.89,10558,304,13,387.89
2025-01-01,Google,Vacation,TH,1.602,120.92,14244,393,10,120.92
2025-02-16,Google,Vacation,TH,1.773,378.31,3523,100,4,165.32
2025-02-28,Twitter,Hotel,TW,1.443,166.25,3284,101,1,166.25
2025-01-22,Google,Vacation,JP,1.259,262.13,7637,228,11,262.13
2025-02-16,Baidu,Flight,TH,0.904,432.44,5410,121,3,124.29
2025-02-23,Naver,Vacation,TH,1.521,275.27,13818,401,13,275.27
2025-01-11,Google,Vacation,TW,0.794,190.1,4480,97,2,61.81
2025-01-14,Twitter,Vacation,JP,1.205,415.99,14885,462,15,415.99
2025-02-02,Baidu,Vacation,KR,1.451,97.12,12440,364,12,97.12
2025-01-04,Google,Vacation,SG,0.364,391.67,19944,399,18,163.92
2025-01-13,Google,Hotel,SG,1.568,191.55,5033,165,8,191.55
2025-01-03,Twitter,Vacation,SG,1.896,227.65,17717,543,15,227.65
2025-01-20,Naver,Hotel,SG,0.333,108.84,9062,155,5,49.91
2025-01-12,Baidu,Flight,JP,0.118,322.44,329,5,0,0.58
2025-02-27,Naver,Hotel,TH,1.115,470.69,19759,605,16,470.69
2025-02-06,Google,Flight,JP,1.176,375.16,17393,525,15,375.16
2025-02-09,Naver,Flight,TW,0.668,195.01,691,15,0,9.99
2025-01-09,Naver,Vacation,TH,0.805,71.77,9131,167,6,71.77
2025-02-01,Twitter,Flight,SG,0.742,276.65,8950,180,8,94.94
2025-01-18,Twitter,Vacation,SG,0.597,449.83,14166,296,2,135.0
2025-02-03,Facebook,Flight,JP,0.767,460.98,8280,160,3,154.16
2025-02-20,Twitter,Flight,JP,0.62,306.55,6731,142,7,108.34
2025-01-15,Twitter,Vacation,KR,0.747,355.85,13468,274,6,237.01
2025-01-08,Naver,Vacation,TW,1.177,227.71,7796,237,6,227.71
2025-01-09,Baidu,Flight,TH,0.226,278.59,9850,182,4,31.43
2025-01-20,Facebook,Flight,TW,1.825,182.72,11315,326,10,182.72
2025-01-18,Twitter,Vacation,TH,0.509,279.68,13892,245,10,148.03
2025-01-15,Twitter,Flight,SG,1.847,368.44,16375,496,15,368.44
2025-02-26,Facebook,Hotel,KR,1.786,60.34,13263,413,13,60.34
2025-01-22,Baidu,Vacation,TH,1.878,210.34,13197,408,13,210.34
2025-01-09,Facebook,Hotel,SG,0.207,290.68,16671,342,12,89.22
2025-01-23,Google,Vacation,SG,0.973,408.32,15852,317,13,333.18
2025-02-16,Google,Flight,TW,0.902,387.63,9275,178,6,139.87
2025-01-17,Google,Flight,TW,0.952,338.38,604,15,1,14.66
2025-02-27,Twitter,Vacation,TW,0.307,320.83,17723,343,10,109.47
2025-02-18,Google,Vacation,KR,1.067,444.02,7124,238,8,297.58
2025-02-12,Baidu,Vacation,SG,1.428,420.09,9720,295,11,420.09
2025-01-22,Naver,Hotel,JP,1.944,354.32,9159,301,13,354.32
2025-02-08,Twitter,Vacation,JP,1.481,375.78,9615,269,9,375.78
2025-01-25,Twitter,Vacation,KR,1.32,422.52,9096,273,6,419.11
2025-02-16,Google,Flight,JP,0.874,51.94,9116,176,5,51.94
2025-02-28,Twitter,Vacation,TW,0.361,385.75,11732,221,5,87.74
2025-02-14,Facebook,Vacation,SG,1.721,313.93,16371,497,18,313.93
2025-02-12,Google,Vacation,KR,1.147,369.37,10464,314,12,338.03
2025-02-23,Google,Flight,JP,1.576,134.38,592,24,1,38.87
2025-01-05,Twitter,Hotel,KR,1.734,385.02,1943,56,2,90.94
2025-03-01,Naver,Vacation,SG,1.181,403.64,6312,155,4,145.3
2025-01-21,Twitter,Flight,SG,1.547,210.49,14503,404,11,210.49
2025-02-09,Naver,Hotel,KR,1.13,401.3,18428,550,15,401.3
2025-02-09,Facebook,Hotel,TW,0.381,171.84,10915,229,11,87.98
2025-01-23,Naver,Flight,SG,0.914,143.33,6372,115,6,100.27
2025-02-07,Facebook,Flight,JP,0.137,287.19,10951,206,6,23.07
2025-01-17,Baidu,Flight,SG,0.67,311.05,3583,56,2,46.23
2025-02-22,Facebook,Hotel,TW,1.27,179.2,9148,260,12,179.2
2025-02-01,Facebook,Flight,SG,1.056,361.23,3079,109,4,116.23
2025-01-24,Twitter,Vacation,SG,0.765,411.39,9243,178,3,131.41
2025-02-15,Twitter,Flight,TH,0.539,283.76,10257,210,6,114.26
2025-02-12,Baidu,Hotel,TW,1.374,399.7,3256,95,6,153.47
2025-01-27,Baidu,Vacation,KR,0.451,172.22,16936,334,19,168.62
2025-02-26,Naver,Hotel,TH,1.912,182.27,3053,93,4,182.27
2025-02-18,Twitter,Vacation,TH,0.71,108.13,4212,80,2,70.48
2025-01-05,Facebook,Vacation,JP,1.395,337.28,15814,483,15,337.28
2025-01-11,Naver,Flight,KR,0.816,350.89,7301,155,4,135.83
2025-02-14,Google,Vacation,TW,1.834,150.98,5103,142,6,150.98
2025-02-14,Naver,Hotel,TW,1.105,434.73,12504,363,11,434.73
2025-01-14,Twitter,Hotel,KR,1.366,259.52,13565,399,9,259.52
2025-02-05,Google,Vacation,TW,1.645,167.12,10591,328,9,167.12
2025-01-02,Google,Hotel,JP,1.896,399.24,18745,574,27,399.24
2025-01-31,Baidu,Hotel,TH,1.468,411.16,19678,596,17,411.16
2025-01-05,Twitter,Hotel,JP,0.338,78.28,14286,274,6,66.46
2025-02-24,Baidu,Hotel,KR,0.652,313.0,13644,262,13,119.7
2025-01-21,Naver,Hotel,TH,0.785,156.08,5863,126,0,98.43
2025-02-02,Google,Hotel,TH,1.446,439.96,13994,433,21,439.96
2025-01-02,Twitter,Flight,JP,1.877,236.89,11940,370,15,236.89
2025-01-07,Naver,Vacation,KR,0.447,378.51,6278,121,6,55.44
2025-01-05,Naver,Vacation,SG,0.647,64.09,3506,72,6,41.35
2025-02-11,Facebook,Vacation,KR,1.228,484.9,8367,248,7,347.63
2025-01-03,Google,Flight,JP,1.188,464.66,15178,457,13,434.09
2025-02-10,Twitter,Hotel,TW,1.372,237.9,16625,508,16,237.9
2025-01-12,Twitter,Vacation,TH,1.659,247.21,6894,210,6,247.21
2025-02-23,Facebook,Hotel,KR,1.443,475.09,4540,127,3,133.84
2025-03-01,Facebook,Flight,JP,0.548,221.75,1578,26,0,12.49
2025-02-17,Google,Vacation,SG,0.19,395.98,8953,194,3,36.42
2025-01-26,Facebook,Vacation,JP,0.656,140.43,12023,233,6,108.77
2025-01-26,Google,Flight,SG,0.711,255.3,6618,137,10,78.74
2025-02-18,Google,Hotel,KR,1.346,124.3,5766,176,7,124.3
2025-01-26,Facebook,Flight,SG,0.313,244.37,11409,223,6,76.71
2025-03-01,Facebook,Flight,TH,1.091,229.49,17416,513,18,229.49
2025-02-12,Google,Vacation,TH,0.811,302.09,8887,171,8,143.04
2025-02-14,Google,Vacation,JP,0.897,400.5,16608,352,14,375.85
2025-01-24,Twitter,Vacation,TH,0.261,139.03,13721,295,6,59.3
2025-01-02,Facebook,Hotel,KR,0.805,305.25,10545,198,4,125.06
2025-01-18,Twitter,Vacation,JP,1.5,333.3,5665,151,6,264.98
2025-01-03,Facebook,Flight,TH,0.64,57.1,12988,266,7,57.1
2025-02-03,Twitter,Vacation,KR,0.324,109.06,19358,393,11,109.06
2025-02-05,Facebook,Hotel,KR,0.47,256.17,1898,49,2,23.98
2025-02-08,Facebook,Vacation,KR,1.262,382.76,16848,509,19,382.76
2025-01-22,Baidu,Flight,TW,1.282,477.91,11891,344,15,359.91
2025-02-16,Twitter,Vacation,TW,1.133,430.2,5489,148,4,200.42
2025-01-19,Baidu,Flight,KR,1.044,176.96,10622,310,8,176.96
2025-01-24,Twitter,Hotel,TW,1.899,255.55,18985,580,16,255.55
2025-01-22,Baidu,Vacation,SG,1.922,461.85,7046,208,10,461.85
2025-02-15,Twitter,Flight,JP,0.45,311.88,15557,322,10,119.45
2025-01-27,Naver,Vacation,TH,1.722,382.73,8600,263,5,379.67
2025-02-26,Twitter,Hotel,SG,1.252,432.5,16924,507,18,432.5
2025-02-13,Twitter,Hotel,JP,0.606,332.67,840,13,0,5.94
2025-01-27,Baidu,Vacation,TW,0.502,235.59,1641,28,0,17.56
2025-02-26,Facebook,Vacation,KR,0.383,116.96,861,19,1,7.65
2025-02-02,Google,Hotel,TW,0.98,144.62,3711,75,2,61.42
2025-01-21,Baidu,Flight,TH,0.339,331.46,11220,237,6,72.99
2025-02-08,Google,Flight,TH,1.209,200.01,10480,325,14,200.01
2025-02-01,Naver,Vacation,SG,0.621,457.28,5048,108,3,69.56
2025-01-15,Facebook,Hotel,TW,1.505,81.1,13929,417,15,81.1
2025-02-09,Twitter,Flight,SG,0.677,417.77,6952,134,8,106.75
2025-01-24,Twitter,Flight,TW,0.952,91.85,667,14,0,12.25
2025-01-28,Naver,Vacation,SG,1.823,464.96,3654,100,2,133.19
2025-01-12,Naver,Flight,TW,0.961,478.72,13102,264,11,320.44
2025-02-09,Baidu,Vacation,TW,1.032,495.34,6257,179,10,129.94
2025-01-10,Baidu,Flight,KR,0.113,350.68,16203,277,13,35.03
2025-01-03,Twitter,Flight,KR,0.849,322.92,1464,35,0,24.02
2025-01-14,Facebook,Vacation,TH,0.854,297.61,509,8,0,6.87
2025-01-27,Google,Vacation,SG,1.071,273.81,13314,379,10,273.81
2025-02-24,Twitter,Hotel,SG,0.481,175.31,9747,191,6,99.02
2025-01-17,Google,Hotel,TH,0.467,470.51,16377,324,12,129.13
2025-01-03,Naver,Flight,JP,1.088,243.15,19636,630,11,243.15
2025-02-12,Baidu,Vacation,JP,1.301,402.27,14975,428,21,402.27
2025-02-07,Naver,Vacation,TH,0.976,490.38,16693,340,10,299.09
2025-02-27,Google,Flight,KR,1.355,302.14,16835,536,20,302.14
2025-02-20,Google,Vacation,TW,0.209,242.6,2258,43,0,10.87
2025-01-28,Twitter,Vacation,TW,0.664,478.54,16687,320,4,226.95
2025-02-24,Facebook,Hotel,TW,0.201,342.55,10980,220,5,35.53
2025-01-11,Twitter,Vacation,JP,1.099,412.74,9545,281,15,265.43
2025-01-27,Naver,Hotel,KR,0.217,411.34,17338,332,7,91.26
2025-02-13,Google,Vacation,TH,1.853,481.36,15086,465,19,481.36
2025-02-28,Facebook,Hotel,JP,1.124,281.97,16709,499,9,281.97
2025-02-22,Naver,Vacation,JP,1.56,103.55,9742,315,8,103.55
2025-02-28,Google,Vacation,KR,0.551,267.74,15094,317,8,189.67
2025-02-11,Google,Flight,TH,1.165,156.26,16876,476,22,156.26
2025-02-10,Google,Vacation,SG,1.459,410.0,9453,278,10,335.13
2025-02-06,Naver,Flight,KR,1.974,141.19,384,10,1,21.93
2025-01-07,Baidu,Flight,TH,0.63,235.71,15523,299,10,151.09
2025-01-30,Twitter,Vacation,SG,1.591,402.16,19205,556,24,402.16
2025-01-10,Google,Flight,KR,1.754,474.86,11609,330,14,474.86
2025-01-19,Naver,Vacation,KR,0.991,310.8,18271,355,12,288.47
2025-01-03,Naver,Vacation,KR,0.873,325.91,8649,185,10,199.96
2025-02-25,Facebook,Vacation,TH,0.421,138.69,7711,155,6,76.8
2025-01-02,Facebook,Flight,TH,1.587,179.29,1186,44,1,85.17
2025-02-08,Google,Flight,TH,0.987,470.85,10936,223,7,175.09
2025-01-29,Naver,Vacation,KR,0.155,392.02,17779,368,9,54.57
2025-01-05,Baidu,Vacation,TW,0.86,210.0,14589,306,11,210.0
2025-01-20,Naver,Hotel,TH,1.292,430.59,11234,354,9,328.92
2025-02-27,Twitter,Flight,SG,1.804,262.95,5942,159,2,262.95
2025-02-18,Baidu,Flight,KR,1.452,145.34,14905,441,27,145.34
2025-02-17,Twitter,Hotel,SG,1.357,187.5,3321,103,5,153.3
2025-02-27,Google,Flight,TH,0.958,64.27,11865,274,8,64.27
2025-02-26,Naver,Vacation,JP,0.844,362.08,4266,96,1,59.12
2025-01-28,Naver,Vacation,TH,1.182,365.68,11259,326,13,365.68
2025-01-04,Facebook,Flight,TH,0.806,233.26,11128,237,8,155.66
2025-02-15,Google,Hotel,TH,1.344,257.45,3160,80,6,119.97
2025-01-10,Naver,Vacation,TH,1.069,499.52,3302,94,2,113.23
2025-02-09,Naver,Flight,JP,0.128,362.59,13315,264,9,37.5
2025-02-01,Twitter,Flight,SG,0.474,156.38,17818,358,11,156.38
2025-02-20,Facebook,Hotel,TH,1.894,455.82,15120,419,9,455.82
2025-02-21,Baidu,Vacation,SG,0.359,126.13,15924,323,11,98.85
2025-02-18,Naver,Hotel,TH,0.324,449.88,16208,304,7,80.14
2025-01-18,Baidu,Vacation,SG,1.0,307.47,4789,153,8,141.72
2025-01-28,Baidu,Vacation,TW,0.67,364.31,18686,408,18,228.6
2025-02-28,Google,Hotel,TH,0.416,164.02,12454,234,7,110.39
2025-02-05,Naver,Vacation,SG,0.799,435.29,16019,302,6,283.05
2025-01-28,Baidu,Hotel,TW,0.323,106.16,16069,297,18,89.48
2025-01-28,Baidu,Vacation,JP,1.976,162.7,18246,549,20,162.7
2025-02-16,Baidu,Vacation,SG,1.003,231.21,5242,142,6,134.54
2025-01-14,Google,Vacation,SG,1.696,376.79,10836,326,7,376.79
2025-02-01,Baidu,Vacation,JP,1.476,278.58,10275,319,19,278.58
2025-01-09,Baidu,Flight,TW,0.506,429.27,9411,196,10,123.45
2025-01-14,Naver,Vacation,TH,1.756,390.16,10905,342,14,390.16
2025-01-16,Naver,Hotel,TW,1.733,68.22,8106,254,7,68.22
2025-01-10,Naver,Vacation,TH,1.515,263.73,7810,242,11,263.73
2025-01-27,Google,Hotel,TH,1.009,211.84,14988,449,18,211.84
2025-02-02,Twitter,Vacation,KR,0.645,256.73,7862,163,4,119.7
2025-01-23,Baidu,Flight,TW,0.331,50.93,13615,260,13,50.93
2025-01-18,Naver,Vacation,TH,0.897,78.13,3492,73,2,66.69
2025-01-17,Facebook,Flight,KR,1.093,113.04,17641,505,16,113.04
2025-02-17,Naver,Hotel,KR,0.189,429.08,19304,393,12,85.13
2025-02-27,Twitter,Vacation,TH,0.508,416.81,11503,224,6,128.08
2025-02-08,Google,Hotel,TW,1.22,442.21,239,5,0,4.71
2025-01-08,Facebook,Flight,JP,0.255,395.47,5812,120,4,23.3
2025-02-17,Baidu,Vacation,TH,0.862,313.1,508,10,1,8.29
2025-02-17,Naver,Flight,JP,1.028,491.85,11417,342,13,452.14
2025-02-26,Google,Vacation,KR,0.317,152.21,13274,280,11,77.08
2025-02-14,Google,Hotel,SG,0.609,299.73,8951,173,5,83.12
2025-01-25,Facebook,Hotel,JP,0.391,77.87,4427,85,2,42.14
2025-02-22,Google,Flight,TH,1.159,84.22,12651,375,15,84.22
2025-01-26,Twitter,Hotel,KR,1.983,188.69,5555,174,5,188.69
2025-01-15,Facebook,Vacation,JP,1.227,302.12,17247,517,18,302.12
2025-01-29,Twitter,Flight,KR,1.349,352.18,6936,200,9,330.79
2025-02-11,Baidu,Vacation,SG,1.226,393.12,5357,163,8,170.74
2025-01-07,Google,Vacation,TH,0.414,168.67,11198,222,6,79.5
2025-01-16,Facebook,Hotel,TH,0.771,348.61,10776,214,6,213.51
2025-02-17,Baidu,Hotel,SG,1.238,147.92,521,14,1,15.02
2025-02-18,Facebook,Vacation,TH,0.61,191.52,10825,210,5,91.25
2025-02-02,Facebook,Vacation,SG,0.947,307.6,15562,325,6,273.79
2025-02-13,Facebook,Flight,TW,0.545,359.38,1955,28,1,19.68
2025-02-24,Twitter,Hotel,SG,0.652,182.64,3005,64,2,41.43
2025-01-26,Naver,Flight,SG,1.685,417.39,3628,124,3,148.4
2025-02-14,Facebook,Flight,TH,0.68,353.65,17057,326,10,227.99
2025-01-30,Twitter,Vacation,SG,0.355,448.89,19242,406,15,133.04
2025-02-19,Naver,Vacation,JP,1.452,297.0,5735,170,6,255.81
2025-01-03,Naver,Vacation,TW,0.202,144.7,1117,25,1,4.26
2025-02-28,Baidu,Vacation,JP,1.81,418.43,18245,542,15,418.43
2025-02-24,Baidu,Hotel,TW,1.204,200.67,19259,576,26,200.67
2025-01-10,Baidu,Flight,TW,0.345,399.34,17941,338,13,143.55
2025-02-12,Baidu,Flight,JP,0.909,184.72,256,4,0,4.05
2025-01-26,Baidu,Flight,TH,1.775,444.24,448,23,0,48.25
2025-01-01,Facebook,Flight,TH,1.208,294.29,1840,62,3,87.29
2025-02-07,Baidu,Vacation,TH,1.887,166.03,3221,86,2,166.03
2025-02-27,Baidu,Flight,JP,1.852,306.72,7014,224,8,306.72
2025-02-01,Baidu,Hotel,SG,1.92,60.43,17557,508,22,60.43
2025-01-26,Google,Flight,SG,1.102,465.43,19454,573,22,465.43
2025-02-09,Facebook,Flight,TW,1.01,254.64,16947,543,9,254.64
2025-01-28,Twitter,Vacation,JP,1.149,121.92,11820,338,10,121.92
2025-01-18,Google,Hotel,SG,1.0,423.79,10802,236,14,210.91
2025-01-30,Facebook,Hotel,TW,1.551,253.86,14515,424,16,253.86
2025-01-31,Naver,Vacation,TW,0.221,199.98,10570,221,12,48.59
2025-01-06,Google,Flight,JP,1.628,373.64,17348,528,20,373.64
2025-01-11,Naver,Flight,JP,0.727,212.11,2362,60,3,36.84
2025-02-22,Baidu,Hotel,TH,1.845,58.61,13798,391,17,58.61
2025-01-10,Google,Flight,KR,1.806,396.66,16817,508,12,396.66
2025-02-03,Baidu,Vacation,KR,0.109,258.6,13656,260,10,28.57
2025-01-28,Twitter,Flight,JP,1.08,308.3,16100,507,10,308.3
2025-02-07,Facebook,Vacation,TH,0.74,127.71,19935,391,10,127.71
2025-01-22,Twitter,Flight,TH,1.469,236.66,4409,131,1,236.66
2025-01-23,Naver,Hotel,TH,1.463,202.73,5967,190,3,202.73
2025-01-12,Naver,Hotel,JP,1.683,219.62,2894,85,2,168.8
2025-01-30,Naver,Vacation,KR,1.885,264.64,14189,422,14,264.64
2025-02-28,Baidu,Vacation,KR,1.259,176.73,551,13,1,19.73
2025-03-01,Naver,Vacation,TH,1.801,376.46,11070,297,14,376.46
2025-01-26,Twitter,Flight,JP,0.956,187.83,3823,62,3,44.44
2025-01-15,Naver,Flight,SG,1.526,361.05,10431,329,12,361.05
2025-02-13,Google,Hotel,JP,1.029,472.28,7736,226,7,233.84
2025-01-22,Facebook,Flight,JP,1.074,383.61,2926,96,4,131.21
2025-02-15,Google,Flight,JP,1.646,188.41,6775,198,9,188.41
2025-01-24,Baidu,Flight,SG,1.485,72.85,10841,307,8,72.85
2025-01-25,Baidu,Hotel,KR,1.627,199.12,10032,323,8,199.12
2025-01-07,Naver,Hotel,TH,1.88,94.43,13535,401,7,94.43
2025-02-12,Twitter,Hotel,KR,0.306,53.79,3110,64,3,21.7
2025-02-06,Twitter,Flight,SG,1.839,470.0,19494,609,17,470.0
2025-02-01,Naver,Flight,TH,0.67,217.15,13055,247,9,127.18
2025-02-27,Google,Hotel,TW,0.381,107.79,2360,47,3,22.79
2025-01-02,Facebook,Hotel,TW,0.432,290.16,11536,243,8,114.09
2025-01-20,Google,Vacation,TW,0.617,430.94,14883,270,13,158.15
2025-01-07,Twitter,Flight,TW,1.321,310.98,4657,140,2,200.59
2025-01-21,Google,Vacation,TH,0.387,185.72,6168,140,5,54.07
2025-01-24,Facebook,Vacation,TW,1.852,149.13,528,12,0,27.06
2025-01-28,Naver,Flight,TW,0.525,394.8,14342,322,15,132.15
2025-02-02,Naver,Flight,JP,1.243,444.15,2342,68,1,86.66
2025-02-27,Naver,Flight,TH,0.851,88.24,10059,183,6,88.24
2025-01-17,Naver,Vacation,JP,1.059,50.06,641,18,2,24.23
2025-01-26,Baidu,Hotel,JP,1.759,191.45,11354,356,21,191.45
2025-02-10,Baidu,Flight,TW,1.696,498.79,2607,70,5,102.2
2025-02-06,Baidu,Vacation,TW,1.745,210.2,5395,145,6,210.2
2025-01-04,Twitter,Vacation,KR,1.618,66.05,12186,344,9,66.05
2025-02-03,Twitter,Vacation,SG,1.294,392.52,772,25,1,36.66
2025-02-21,Google,Hotel,KR,0.68,221.04,18004,370,12,221.04
2025-01-20,Facebook,Vacation,KR,0.273,89.06,19221,365,10,85.61
2025-01-21,Google,Hotel,SG,1.557,479.93,17049,529,19,479.93
2025-01-29,Naver,Flight,TH,1.665,115.49,16870,530,18,115.49
2025-02-27,Baidu,Hotel,KR,1.663,461.86,2102,62,3,100.57
2025-02-08,Baidu,Vacation,SG,1.782,161.4,9898,291,9,161.4
2025-02-10,Naver,Hotel,KR,0.836,425.22,4794,94,1,73.14
2025-01-29,Naver,Flight,SG,1.175,441.16,16911,516,18,441.16
2025-02-27,Twitter,Hotel,KR,0.444,175.36,5780,130,8,64.73
2025-01-05,Twitter,Vacation,TH,1.722,287.78,8306,252,8,287.78
2025-02-04,Baidu,Flight,JP,1.295,294.92,2404,76,3,94.77
2025-01-24,Baidu,Vacation,SG,1.233,351.66,17235,482,23,351.66
2025-02-02,Baidu,Hotel,TH,1.181,470.87,11388,324,13,314.01
2025-02-04,Naver,Vacation,KR,0.933,340.75,3520,75,2,54.07
2025-02-19,Baidu,Hotel,SG,0.5,107.96,15716,324,23,107.96
2025-01-04,Baidu,Hotel,JP,0.118,70.84,8473,181,10,22.74
2025-01-29,Facebook,Hotel,KR,0.151,450.91,5447,107,2,11.6
2025-01-06,Baidu,Flight,KR,1.026,281.59,16407,477,20,281.59
2025-01-26,Baidu,Flight,KR,0.913,308.15,959,19,1,17.01
2025-01-01,Google,Vacation,TH,0.272,451.69,12707,260,7,52.77
2025-02-18,Google,Flight,SG,0.69,146.64,11761,260,7,133.3
2025-02-18,Twitter,Flight,TH,1.626,319.73,2202,67,1,106.47
2025-01-06,Google,Flight,JP,1.248,210.03,4349,157,4,163.94
2025-01-05,Naver,Vacation,SG,1.262,437.73,12205,369,13,437.73
2025-02-23,Facebook,Flight,SG,1.467,432.84,9177,274,10,377.88
2025-01-25,Facebook,Vacation,JP,1.962,103.29,5664,171,4,103.29
2025-01-07,Naver,Flight,SG,1.812,128.56,19227,567,18,128.56
2025-03-01,Google,Vacation,KR,0.242,249.99,3613,67,3,16.76
2025-01-18,Facebook,Flight,TW,0.365,412.33,3551,69,3,19.87
2025-01-04,Google,Flight,SG,0.205,146.84,7907,160,8,28.49
2025-02-26,Baidu,Hotel,TW,0.584,376.82,9864,194,11,126.62
2025-02-06,Google,Hotel,KR,1.849,243.74,568,15,1,32.38
2025-02-19,Google,Vacation,KR,0.52,100.98,1641,38,2,16.85
2025-01-09,Facebook,Hotel,TH,0.125,396.61,4712,77,3,11.91
2025-01-13,Google,Flight,TH,0.814,341.32,11293,229,14,146.37
2025-02-17,Facebook,Vacation,SG,1.484,249.84,2353,63,1,81.07
2025-02-22,Facebook,Flight,SG,0.486,310.2,5783,115,3,53.28
2025-02-11,Baidu,Vacation,TW,0.491,454.25,3255,83,7,36.9
2025-01-15,Facebook,Flight,JP,1.07,237.0,4899,156,4,199.84
2025-02-26,Google,Vacation,TW,0.391,214.18,15086,329,15,113.56
2025-02-05,Google,Flight,SG,0.994,420.06,4226,84,3,76.03
2025-02-20,Google,Hotel,KR,1.227,175.69,19088,591,24,175.69
2025-01-21,Google,Flight,JP,0.32,95.69,14479,274,14,81.14
2025-02-02,Baidu,Flight,SG,0.573,52.73,15224,287,12,52.73
2025-02-25,Baidu,Vacation,SG,1.137,414.31,12576,363,19,317.03
2025-02-24,Baidu,Flight,JP,0.496,351.24,14161,261,2,142.63
2025-01-13,Naver,Vacation,TW,0.127,97.22,9963,228,8,37.48
2025-02-12,Facebook,Vacation,TH,1.588,159.59,4851,148,4,159.59
2025-01-22,Facebook,Vacation,TH,0.865,363.05,17489,373,12,334.05
2025-02-24,Twitter,Vacation,SG,1.438,201.38,11848,339,11,201.38
2025-02-10,Twitter,Vacation,JP,0.278,113.24,4498,97,2,19.99
2025-01-19,Twitter,Flight,SG,1.015,373.89,10522,299,7,227.77
2025-01-29,Google,Vacation,SG,1.432,113.32,7913,242,5,113.32
2025-01-24,Naver,Flight,SG,1.97,162.88,18025,531,21,162.88
2025-02-26,Naver,Flight,JP,1.678,330.97,820,26,0,37.88
2025-01-20,Baidu,Hotel,TH,1.081,69.76,1266,49,0,61.57
2025-02-28,Twitter,Flight,SG,0.219,109.79,13921,267,7,42.93
2025-02-18,Google,Vacation,JP,0.361,97.51,11391,222,9,75.53
2025-02-01,Twitter,Hotel,KR,0.777,272.98,19814,387,6,264.58
2025-01-25,Facebook,Vacation,KR,0.695,407.07,19238,345,12,214.2
2025-02-01,Baidu,Vacation,JP,1.657,307.33,11237,348,13,307.33
2025-01-09,Baidu,Vacation,TH,1.039,180.71,18307,552,33,180.71
2025-02-06,Google,Flight,TH,1.14,253.43,1180,40,1,44.68
2025-02-03,Twitter,Flight,KR,0.246,483.9,8642,181,9,49.87
2025-02-26,Baidu,Hotel,JP,0.393,121.47,8966,169,5,50.87
2025-02-27,Baidu,Flight,SG,1.49,96.16,14069,395,11,96.16
2025-01-31,Twitter,Flight,KR,0.524,498.51,10702,196,5,79.99
2025-01-27,Twitter,Hotel,TH,1.012,339.45,12199,341,8,320.2
2025-01-12,Twitter,Vacation,TW,1.113,50.47,12006,353,10,50.47
2025-02-11,Google,Flight,SG,0.466,241.33,19804,419,19,204.66
2025-02-17,Twitter,Hotel,TW,1.399,457.23,7189,218,4,341.47
